,,# Tareas,,,SVM
3585.219,4861.419,688,16,-1276.2,36
3639.705,4911.397,689,16,-1271.692,35
3701.344,4701.657,690,16,-1000.313,27
3673.15,4912.354,691,16,-1239.204,34
3664.329,5038.102,692,16,-1373.773,37
3664.344,4707.17,693,16,-1042.826,28
3665.354,4626.569,694,16,-961.215,26
3599.328,4862.762,695,16,-1263.434,35
3758.106,4993.714,696,16,-1235.608,33
3703.816,4764.787,697,16,-1060.971,29
3673.684,4791.771,698,16,-1118.087,30
3551.944,4576.604,699,16,-1024.66,29
3721.765,4849.057,700,16,-1127.292,30
3661.951,4818.395,701,16,-1156.444,32
3724.43,4703.481,702,16,-979.051,26
3651.586,4815.448,703,16,-1163.862,32
3661.055,4578.743,704,16,-917.688,25
3643.435,4629.394,705,16,-985.959,27
3787.856,5048.129,706,16,-1260.273,33
3703.71,5022.788,707,16,-1319.078,36
3707.437,4681.197,708,16,-973.76,26
3707.482,4765.998,709,16,-1058.516,29
3653.298,4907.955,710,16,-1254.657,34
3735.269,4766.179,711,16,-1030.91,28
3803.713,5069.841,712,16,-1266.128,33
3655.67,4671.624,713,16,-1015.954,28
3844.284,4932.095,714,16,-1087.811,28
3735.246,4756.593,715,16,-1021.347,27
3726.376,5126.106,716,16,-1399.73,38
3622.804,4669.52,717,16,-1046.716,29
3772.125,4779.636,718,16,-1007.511,27
3816.854,5107.94,719,16,-1291.086,34
3717.675,4867.473,720,16,-1149.798,31
3702.825,4691.109,721,16,-988.284,27
3803.046,5149.551,722,16,-1346.505,35
3835.193,5091.366,723,16,-1256.173,33
3800.143,4873.18,724,16,-1073.037,28
3775.121,4921.6,725,16,-1146.479,30
3908.317,5034.022,726,16,-1125.705,29
3850.571,4819.54,727,16,-968.969,25
3823.779,5160.199,728,16,-1336.42,35
3888.658,4868.238,729,16,-979.58,25
3813.957,4796.62,730,16,-982.663,26
3739.625,4875.138,731,16,-1135.513,30
3783.918,4931.09,732,16,-1147.172,30
3794.285,4692.061,733,16,-897.776,24
3828.991,5260.546,734,16,-1431.555,37
3730.025,4879.723,735,16,-1149.698,31
3843.169,4780.153,736,16,-936.984,24
3941.274,5238.508,737,16,-1297.234,33
3871.787,5072.232,738,16,-1200.445,31
3859.117,5083.497,739,16,-1224.38,32
3899.448,5158.513,740,16,-1259.065,32
3888.047,5004.308,741,16,-1116.261,29
3871.193,5021.648,742,16,-1150.455,30
3938.9,5373.736,743,16,-1434.836,36
3835.618,5058.3,744,16,-1222.682,32
3847.18,5134.741,745,16,-1287.561,33
3927.208,5196.975,746,16,-1269.767,32
3938.152,5253.849,747,16,-1315.697,33
3870.347,4941.186,748,16,-1070.839,28
3864.941,5090.206,749,16,-1225.265,32
3886.74,5160.117,750,16,-1273.377,33
3996.492,5155.96,751,16,-1159.468,29
3880.593,5008.875,752,16,-1128.282,29
3934.898,5064.496,753,16,-1129.598,29
3988.232,4991.414,754,16,-1003.182,25
3919.123,5075.981,755,16,-1156.858,30
3885.314,4827.463,756,16,-942.149,24
4009.479,5078.564,757,16,-1069.085,27
4027.743,5312.871,758,16,-1285.128,32
3905.47,5254.665,759,16,-1349.195,35
4069.682,5238.695,760,16,-1169.013,29
3934.936,5093.556,761,16,-1158.62,29
4017.582,5245.052,762,16,-1227.47,31
4042.29,5198.072,763,16,-1155.782,29
3913.02,5161.792,764,16,-1248.772,32
3999.256,5194.945,765,16,-1195.689,30
4069.136,5335.894,766,16,-1266.758,31
4027.985,5328.462,767,16,-1300.477,32
4059.812,5216.321,768,16,-1156.509,28
3988.009,5203.734,769,16,-1215.725,30
3986.537,5151.515,770,16,-1164.978,29
3980.84,5294.858,771,16,-1314.018,33
3970.153,4987.963,772,16,-1017.81,26
4051.437,5349.83,773,16,-1298.393,32
4010.747,5080.22,774,16,-1069.473,27
4129.584,5164.509,775,16,-1034.925,25
3941.715,5022.322,776,16,-1080.607,27
4030.588,5181.817,777,16,-1151.229,29
4080.78,5242.636,778,16,-1161.856,28
4086.459,5452.841,779,16,-1366.382,33
4079.914,5188.351,780,16,-1108.437,27
4053.286,5171.54,781,16,-1118.254,28
3989.502,5097.079,782,16,-1107.577,28
4054.562,5153.441,783,16,-1098.879,27
4084.345,5248.753,784,16,-1164.408,29
4081.206,5271.224,785,16,-1190.018,29
4048.356,5046.659,786,16,-998.303,25
4105.978,5344.793,787,16,-1238.815,30
4096.12,5184.042,788,16,-1087.922,27
3950.008,5189.203,789,16,-1239.195,31
4106.727,5270.181,790,16,-1163.454,28
4151.726,5219.56,791,16,-1067.834,26
4081.378,5288.371,792,16,-1206.993,30
4116.326,5293.31,793,16,-1176.984,29
4125.186,5402.774,794,16,-1277.588,31
4140.044,5267.533,795,16,-1127.489,27
4114.344,5277.455,796,16,-1163.111,28
4134.648,5291.137,797,16,-1156.489,28
4109.972,5238.917,798,16,-1128.945,27
4130.913,5311.858,799,16,-1180.945,29
4201.13,5378.67,800,16,-1177.54,28
4175.112,5355.816,801,16,-1180.704,28
4149.574,5415.613,802,16,-1266.039,31
4169.94,5572.361,803,16,-1402.421,34
4130.962,5392.366,804,16,-1261.404,31
4173.954,5356.124,805,16,-1182.17,28
4188.65,5588.851,806,16,-1400.201,33
4174.34,5263.084,807,16,-1088.744,26
4159.476,5503.983,808,16,-1344.507,32
4217.829,5702.715,809,16,-1484.886,35
4182.53,5367.432,810,16,-1184.902,28
4179.989,5457.214,811,16,-1277.225,31
4171.591,5473.327,812,16,-1301.736,31
4231.648,5365.891,813,16,-1134.243,27
4162.429,5315.782,814,16,-1153.353,28
4179.304,5594.073,815,16,-1414.769,34
4233.615,5446.662,816,16,-1213.047,29
4185.208,5397.889,817,16,-1212.681,29
4271.797,5416.6,818,16,-1144.803,27
4339.039,5608.849,819,16,-1269.81,29
4277.393,5420.679,820,16,-1143.286,27
4390.083,5736.383,821,16,-1346.3,31
4253.369,5536.743,822,16,-1283.374,30
4191.616,5270.063,823,16,-1078.447,26
4214.999,5364.371,824,16,-1149.372,27
4348.796,5572.796,825,16,-1224,28
4276.921,5303.489,826,16,-1026.568,24
4254.271,5573.504,827,16,-1319.233,31
4365.922,5695.886,828,16,-1329.964,30
4319.937,5637.185,829,16,-1317.248,30
4201.152,5405.221,830,16,-1204.069,29
4327.333,5372.633,831,16,-1045.3,24
4299.449,5358.756,832,16,-1059.307,25
4339.833,5659.988,833,16,-1320.155,30
4335.516,5739.402,834,16,-1403.886,32
4328.021,5683.227,835,16,-1355.206,31
4292.702,5566.842,836,16,-1274.14,30
4374.817,5575.198,837,16,-1200.381,27
4436.267,6002.407,838,16,-1566.14,35
4310.855,5604.874,839,16,-1294.019,30
4321.505,5347.424,840,16,-1025.919,24
4409.576,5768.622,841,16,-1359.046,31
4372.367,5683.898,842,16,-1311.531,30
4389.512,5676.614,843,16,-1287.102,29
4422.96,5813.468,844,16,-1390.508,31
4397.452,5753.073,845,16,-1355.621,31
4469.269,5490.754,846,16,-1021.485,23
4358.586,5558.448,847,16,-1199.862,28
4346.079,5910.646,848,16,-1564.567,36
4408.747,5611.036,849,16,-1202.289,27
4385.271,5590.686,850,16,-1205.415,27
4310.964,5573.679,851,16,-1262.715,29
4374.807,5580.366,852,16,-1205.559,28
4435.137,5859.357,853,16,-1424.22,32
4378.472,5463.933,854,16,-1085.461,25
4395.602,5802.403,855,16,-1406.801,32
4417.924,5802.715,856,16,-1384.791,31
4450.107,5821.086,857,16,-1370.979,31
4407.932,5883.571,858,16,-1475.639,33
4409.645,5736.863,859,16,-1327.218,30
4516.057,5595.858,860,16,-1079.801,24
4483.975,5806.61,861,16,-1322.635,29
4386.737,5518.063,862,16,-1131.326,26
4524.201,5853.258,863,16,-1329.057,29
4442.954,5567.714,864,16,-1124.76,25
4448.721,5654.655,865,16,-1205.934,27
4470.117,5689.522,866,16,-1219.405,27
4376.59,5943.71,867,16,-1567.12,36
4510.469,5896.775,868,16,-1386.306,31
4517.526,5903.509,869,16,-1385.983,31
4467.798,5783.076,870,16,-1315.278,29
4466.799,5888.128,871,16,-1421.329,32
4428.391,5834.722,872,16,-1406.331,32
4534.255,6265.349,873,16,-1731.094,38
4604.577,5995.858,874,16,-1391.281,30
4477.729,5712.119,875,16,-1234.39,28
4578.309,5854.566,876,16,-1276.257,28
4529.313,5925.788,877,16,-1396.475,31
4486.682,5759.574,878,16,-1272.892,28
4576.909,5865.145,879,16,-1288.236,28
4484.893,5834.047,880,16,-1349.154,30
4617.19,5829.383,881,16,-1212.193,26
4566.142,5928.858,882,16,-1362.716,30
4576.8,6175.652,883,16,-1598.852,35
4555.777,5966.135,884,16,-1410.358,31
4484.04,5871.036,885,16,-1386.996,31
4580.192,5829.096,886,16,-1248.904,27
4543.812,6088.481,887,16,-1544.669,34
4610.335,5970.162,888,16,-1359.827,29
4676.35,5946.343,889,16,-1269.993,27
4574.388,5898.008,890,16,-1323.62,29
4584.328,5822.954,891,16,-1238.626,27
4707.703,6018.726,892,16,-1311.023,28
4604.442,5867.234,893,16,-1262.792,27
4624.258,5815.118,894,16,-1190.86,26
4716.171,5965.7,895,16,-1249.529,26
4723.565,6137.717,896,16,-1414.152,30
4600.058,5850.681,897,16,-1250.623,27
4654.347,6089.651,898,16,-1435.304,31
4586.857,5729.119,899,16,-1142.262,25
4647.976,6004.023,900,16,-1356.047,29
4725.146,6154.017,901,16,-1428.871,30
4621.206,6039.382,902,16,-1418.176,31
4715.567,6055.803,903,16,-1340.236,28
4718.536,5891.619,904,16,-1173.083,25
4679.907,6097.049,905,16,-1417.142,30
4737.008,5922.665,906,16,-1185.657,25
4650.922,5981.645,907,16,-1330.723,29
4681.328,6179.925,908,16,-1498.597,32
4760.071,5987.04,909,16,-1226.969,26
4712.094,6081.009,910,16,-1368.915,29
4696.905,6029.567,911,16,-1332.662,28
4774.255,6239.964,912,16,-1465.709,31
4772.515,6073.672,913,16,-1301.157,27
4697.772,6043.657,914,16,-1345.885,29
4697.655,6013.226,915,16,-1315.571,28
4738.5,6155.736,916,16,-1417.236,30
4700.708,6138.136,917,16,-1437.428,31
4643.15,5990.78,918,16,-1347.63,29
4715.898,6029.725,919,16,-1313.827,28
4698.739,5930.641,920,16,-1231.902,26
4776.336,6181.451,921,16,-1405.115,29
4640.813,5878.787,922,16,-1237.974,27
4645.399,5855.452,923,16,-1210.053,26
4791.259,5999.789,924,16,-1208.53,25
4739.773,6119.58,925,16,-1379.807,29
4777.807,6311.142,926,16,-1533.335,32
4795.469,6316.156,927,16,-1520.687,32
4766.848,6271.182,928,16,-1504.334,32
4867.269,6262.039,929,16,-1394.77,29
4764.259,5999.121,930,16,-1234.862,26
4822.349,6103.751,931,16,-1281.402,27
4780.897,6184.225,932,16,-1403.328,29
4891.198,6443.741,933,16,-1552.543,32
4851.843,6153.897,934,16,-1302.054,27
4776.225,6050.431,935,16,-1274.206,27
4752.248,6494.055,936,16,-1741.807,37
4861.662,6674.584,937,16,-1812.922,37
4909.571,6231.703,938,16,-1322.132,27
4779.32,5993.773,939,16,-1214.453,25
4818.504,6278.663,940,16,-1460.159,30
4885.437,6130.273,941,16,-1244.836,25
4885.552,6305.571,942,16,-1420.019,29
4779.075,6088.424,943,16,-1309.349,27
4813.148,6384.673,944,16,-1571.525,33
4913.908,6524.37,945,16,-1610.462,33
4825.728,6004.855,946,16,-1179.127,24
4882.834,6265.709,947,16,-1382.875,28
4952.991,6469.711,948,16,-1516.72,31
4860.966,6424.611,949,16,-1563.645,32
4903.216,6220.144,950,16,-1316.928,27
4873.795,6233.422,951,16,-1359.627,28
4934.519,6342.718,952,16,-1408.199,29
4918.101,6356.747,953,16,-1438.646,29
4894.259,6573.38,954,16,-1679.121,34
4964.62,6252.856,955,16,-1288.236,26
4894.803,6111.53,956,16,-1216.727,25
4886.055,6225.242,957,16,-1339.187,27
4954.931,6529.368,958,16,-1574.437,32
4883.983,6135.042,959,16,-1251.059,26
5050.296,6323.57,960,16,-1273.274,25
5044.027,6373.646,961,16,-1329.619,26
4932.802,6325.015,962,16,-1392.213,28
5012.696,6361.85,963,16,-1349.154,27
4962.88,6655.397,964,16,-1692.517,34
5006.283,6443.759,965,16,-1437.476,29
5042.528,6573.362,966,16,-1530.834,30
5017.243,6720.839,967,16,-1703.596,34
4998.45,6346.134,968,16,-1347.684,27
5024.618,6322.386,969,16,-1297.768,26
5014.911,6580.787,970,16,-1565.876,31
5114.586,6524.913,971,16,-1410.327,28
4959.603,6353.189,972,16,-1393.586,28
4962.899,6662.786,973,16,-1699.887,34
4956.969,6231.572,974,16,-1274.603,26
4953.588,6448.502,975,16,-1494.914,30
5024.186,6410.309,976,16,-1386.123,28
4969.032,6205.989,977,16,-1236.957,25
4941.503,6393.05,978,16,-1451.547,29
5040.082,6502.985,979,16,-1462.903,29
4936.216,6335.012,980,16,-1398.796,28
5022.844,6257.718,981,16,-1234.874,25
5093.51,6430.042,982,16,-1336.532,26
5126.69,6779.012,983,16,-1652.322,32
5077.976,6470.013,984,16,-1392.037,27
5113.242,6743.019,985,16,-1629.777,32
5047.815,6412.325,986,16,-1364.51,27
5096.039,6340.242,987,16,-1244.203,24
5098.199,6780.413,988,16,-1682.214,33
5044.247,6449.62,989,16,-1405.373,28
5030.65,6458.885,990,16,-1428.235,28
5207.254,6838.973,991,16,-1631.719,31
5046.172,6645.651,992,16,-1599.479,32
5108.147,6809.436,993,16,-1701.289,33
5058.243,6463.991,994,16,-1405.748,28
5066.365,6565.118,995,16,-1498.753,30
5139.118,6510.896,996,16,-1371.778,27
5066.529,6317.142,997,16,-1250.613,25
5206.438,7038.175,998,16,-1831.737,35
5028.979,6618.584,999,16,-1589.605,32
5054.63,6724.212,1000,16,-1669.582,33
5243.531,6759.471,1001,16,-1515.94,29
5211.071,6969.835,1002,16,-1758.764,34
5112.705,6505.945,1003,16,-1393.24,27
5121.879,6568.984,1004,16,-1447.105,28
5132.894,6740.386,1005,16,-1607.492,31
5214.389,6645.411,1006,16,-1431.022,27
5223.198,6918.687,1007,16,-1695.489,32
5222.577,7039.649,1008,16,-1817.072,35
5211.977,6565.556,1009,16,-1353.579,26
5091.044,6626.63,1010,16,-1535.586,30
5267.241,6812.893,1011,16,-1545.652,29
5189.555,6723.202,1012,16,-1533.647,30
5162.257,6463.294,1013,16,-1301.037,25
5238.129,6805.018,1014,16,-1566.889,30
5181.863,6453.016,1015,16,-1271.153,25
5228.285,6651.391,1016,16,-1423.106,27
5237.961,6619.497,1017,16,-1381.536,26
5120.35,6734.926,1018,16,-1614.576,32
5193.108,6726.361,1019,16,-1533.253,30
5135.844,7011.793,1020,16,-1875.949,37
5256.969,6830.991,1021,16,-1574.022,30
5209.882,6786.933,1022,16,-1577.051,30
5229.762,6820.033,1023,16,-1590.271,30
5285.596,6803.55,1024,16,-1517.954,29
