Esperado,Obtenido,# Tareas,,,ANN
3581.298,5068.924,676,16,-1487.626,42
3510.129,4888.018,677,16,-1377.889,39
3560.669,4733.902,678,16,-1173.233,33
3551.843,5164.292,679,16,-1612.449,45
3536.436,4800.489,680,16,-1264.053,36
3573.929,4760.981,681,16,-1187.052,33
3595.271,4656.639,682,16,-1061.368,30
3573.822,5832.173,683,16,-2258.351,63
3595.021,5040.093,684,16,-1445.072,40
3553.241,4842.138,685,16,-1288.897,36
3530.307,4607.954,686,16,-1077.647,31
3659.051,5084.969,687,16,-1425.918,39
3585.219,4810.688,688,16,-1225.469,34
3639.705,4977.683,689,16,-1337.978,37
3701.344,5245.434,690,16,-1544.09,42
3673.15,5166.853,691,16,-1493.703,41
3664.329,5092.897,692,16,-1428.568,39
3664.344,5552.276,693,16,-1887.932,52
3665.354,5042.241,694,16,-1376.887,38
3599.328,4975.618,695,16,-1376.29,38
3758.106,5156.374,696,16,-1398.268,37
3703.816,5406.782,697,16,-1702.966,46
3673.684,4819.594,698,16,-1145.91,31
3551.944,5234.633,699,16,-1682.689,47
3721.765,4976.068,700,16,-1254.303,34
3661.951,5142.817,701,16,-1480.866,40
3724.43,5370.794,702,16,-1646.364,44
3651.586,5055.315,703,16,-1403.729,38
3661.055,4981.174,704,16,-1320.119,36
3643.435,5070.587,705,16,-1427.152,39
3787.856,5278.566,706,16,-1490.71,39
3703.71,4913.295,707,16,-1209.585,33
3707.437,5257.244,708,16,-1549.807,42
3707.482,5066.646,709,16,-1359.164,37
3653.298,5035.999,710,16,-1382.701,38
3735.269,4943.601,711,16,-1208.332,32
3803.713,5288.003,712,16,-1484.29,39
3655.67,5187.858,713,16,-1532.188,42
3844.284,5506.182,714,16,-1661.898,43
3735.246,5058.181,715,16,-1322.935,35
3726.376,5046.239,716,16,-1319.863,35
3622.804,5092.753,717,16,-1469.949,41
3772.125,5645.433,718,16,-1873.308,50
3816.854,5248.317,719,16,-1431.463,38
3717.675,5446.24,720,16,-1728.565,46
3702.825,5402.684,721,16,-1699.859,46
3803.046,5426.042,722,16,-1622.996,43
3835.193,5030.656,723,16,-1195.463,31
3800.143,5294.649,724,16,-1494.506,39
3775.121,5397.563,725,16,-1622.442,43
3908.317,5321.598,726,16,-1413.281,36
3850.571,5296.841,727,16,-1446.27,38
3823.779,5206.64,728,16,-1382.861,36
3888.658,5457.01,729,16,-1568.352,40
3813.957,5287.045,730,16,-1473.088,39
3739.625,4914.964,731,16,-1175.339,31
3783.918,5189.241,732,16,-1405.323,37
3794.285,5501.626,733,16,-1707.341,45
3828.991,5505.292,734,16,-1676.301,44
3730.025,5224.776,735,16,-1494.751,40
3843.169,5407.177,736,16,-1564.008,41
3941.274,5148.751,737,16,-1207.477,31
3871.787,5048.048,738,16,-1176.261,30
3859.117,5157.864,739,16,-1298.747,34
3899.448,5647.625,740,16,-1748.177,45
3888.047,5214.655,741,16,-1326.608,34
3871.193,5510.574,742,16,-1639.381,42
3938.9,5497.165,743,16,-1558.265,40
3835.618,5032.633,744,16,-1197.015,31
3847.18,5096.795,745,16,-1249.615,32
3927.208,5496.718,746,16,-1569.51,40
3938.152,5725.836,747,16,-1787.684,45
3870.347,5462.184,748,16,-1591.837,41
3864.941,5052.566,749,16,-1187.625,31
3886.74,5407.024,750,16,-1520.284,39
3996.492,5799.757,751,16,-1803.265,45
3880.593,5098.032,752,16,-1217.439,31
3934.898,5409.428,753,16,-1474.53,37
3988.232,5992.913,754,16,-2004.681,50
3919.123,5323.459,755,16,-1404.336,36
3885.314,5474.031,756,16,-1588.717,41
4009.479,5402.611,757,16,-1393.132,35
4027.743,5441.465,758,16,-1413.722,35
3905.47,6035.638,759,16,-2130.168,55
4069.682,5734.471,760,16,-1664.789,41
3934.936,5561.184,761,16,-1626.248,41
4017.582,5531.132,762,16,-1513.55,38
4042.29,5485.916,763,16,-1443.626,36
3913.02,5527.388,764,16,-1614.368,41
3999.256,6150.881,765,16,-2151.625,54
4069.136,5786.503,766,16,-1717.367,42
4027.985,5829.014,767,16,-1801.029,45
4059.812,5616.941,768,16,-1557.129,38
3988.009,5380.645,769,16,-1392.636,35
3986.537,5321.943,770,16,-1335.406,33
3980.84,5465.111,771,16,-1484.271,37
3970.153,5519.509,772,16,-1549.356,39
4051.437,5448.824,773,16,-1397.387,34
4010.747,6161.517,774,16,-2150.77,54
4129.584,5633.39,775,16,-1503.806,36
3941.715,5496.809,776,16,-1555.094,39
4030.588,5478.051,777,16,-1447.463,36
4080.78,5292.273,778,16,-1211.493,30
4086.459,5695.073,779,16,-1608.614,39
4079.914,5796.696,780,16,-1716.782,42
4053.286,5807.654,781,16,-1754.368,43
3989.502,5465.001,782,16,-1475.499,37
4054.562,5981.604,783,16,-1927.042,48
4084.345,5934.135,784,16,-1849.79,45
4081.206,5587.668,785,16,-1506.462,37
4048.356,5834.903,786,16,-1786.547,44
4105.978,5773.015,787,16,-1667.037,41
4096.12,5394.922,788,16,-1298.802,32
3950.008,5289.461,789,16,-1339.453,34
4106.727,5648.762,790,16,-1542.035,38
4151.726,5762.756,791,16,-1611.03,39
4081.378,5502.538,792,16,-1421.16,35
4116.326,5645.243,793,16,-1528.917,37
4125.186,5975.077,794,16,-1849.891,45
4140.044,5835.866,795,16,-1695.822,41
4114.344,5710.312,796,16,-1595.968,39
4134.648,5780.251,797,16,-1645.603,40
4109.972,5602.265,798,16,-1492.293,36
4130.913,5637.036,799,16,-1506.123,36
4201.13,5999.784,800,16,-1798.654,43
4175.112,5841.672,801,16,-1666.56,40
4149.574,5830.407,802,16,-1680.833,41
4169.94,6009.861,803,16,-1839.921,44
4130.962,5632.247,804,16,-1501.285,36
4173.954,6178.929,805,16,-2004.975,48
4188.65,5900.203,806,16,-1711.553,41
4174.34,5896.989,807,16,-1722.649,41
4159.476,5889.627,808,16,-1730.151,42
4217.829,6272.783,809,16,-2054.954,49
4182.53,5678.437,810,16,-1495.907,36
4179.989,6250.355,811,16,-2070.366,50
4171.591,5734.737,812,16,-1563.146,37
4231.648,5958.056,813,16,-1726.408,41
4162.429,5819.764,814,16,-1657.335,40
4179.304,5941.21,815,16,-1761.906,42
4233.615,5875.43,816,16,-1641.815,39
4185.208,5546.21,817,16,-1361.002,33
4271.797,5923.961,818,16,-1652.164,39
4339.039,5788.696,819,16,-1449.657,33
4277.393,5839.604,820,16,-1562.211,37
4390.083,6524.148,821,16,-2134.065,49
4253.369,5596.222,822,16,-1342.853,32
4191.616,5375.543,823,16,-1183.927,28
4214.999,5938.463,824,16,-1723.464,41
4348.796,5807.361,825,16,-1458.565,34
4276.921,6125.794,826,16,-1848.873,43
4254.271,6235.025,827,16,-1980.754,47
4365.922,5959.269,828,16,-1593.347,36
4319.937,6032.492,829,16,-1712.555,40
4201.152,6306.046,830,16,-2104.894,50
4327.333,5665.878,831,16,-1338.545,31
4299.449,5976.582,832,16,-1677.133,39
4339.833,5932.967,833,16,-1593.134,37
4335.516,5811.041,834,16,-1475.525,34
4328.021,5964.044,835,16,-1636.023,38
4292.702,5587.398,836,16,-1294.696,30
4374.817,6118.892,837,16,-1744.075,40
4436.267,6314.233,838,16,-1877.966,42
4310.855,5937.904,839,16,-1627.049,38
4321.505,5538.25,840,16,-1216.745,28
4409.576,6443.797,841,16,-2034.221,46
4372.367,6000.561,842,16,-1628.194,37
4389.512,6164.945,843,16,-1775.433,40
4422.96,6302.228,844,16,-1879.268,42
4397.452,6134.052,845,16,-1736.6,39
4469.269,6364.02,846,16,-1894.751,42
4358.586,6280.403,847,16,-1921.817,44
4346.079,6152.07,848,16,-1805.991,42
4408.747,6094.158,849,16,-1685.411,38
4385.271,5999.801,850,16,-1614.53,37
4310.964,5571.136,851,16,-1260.172,29
4374.807,6023.188,852,16,-1648.381,38
4435.137,6324.743,853,16,-1889.606,43
4378.472,6195.539,854,16,-1817.067,42
4395.602,6092.027,855,16,-1696.425,39
4417.924,5796.422,856,16,-1378.498,31
4450.107,6231.103,857,16,-1780.996,40
4407.932,5646.736,858,16,-1238.804,28
4409.645,6264.381,859,16,-1854.736,42
4516.057,6120.758,860,16,-1604.701,36
4483.975,6166.018,861,16,-1682.043,38
4386.737,5858.122,862,16,-1471.385,34
4524.201,6180.494,863,16,-1656.293,37
4442.954,5966.034,864,16,-1523.08,34
4448.721,5818.122,865,16,-1369.401,31
4470.117,6265.944,866,16,-1795.827,40
4376.59,5881.378,867,16,-1504.788,34
4510.469,6146.326,868,16,-1635.857,36
4517.526,6353.71,869,16,-1836.184,41
4467.798,5866.55,870,16,-1398.752,31
4466.799,6012.2,871,16,-1545.401,35
4428.391,5966.541,872,16,-1538.15,35
4534.255,6299.512,873,16,-1765.257,39
4604.577,6291.832,874,16,-1687.255,37
4477.729,6038.788,875,16,-1561.059,35
4578.309,6455.952,876,16,-1877.643,41
4529.313,6489.19,877,16,-1959.877,43
4486.682,6574.917,878,16,-2088.235,47
4576.909,6363.042,879,16,-1786.133,39
4484.893,6126.771,880,16,-1641.878,37
4617.19,6460.343,881,16,-1843.153,40
4566.142,6010.35,882,16,-1444.208,32
4576.8,5969.734,883,16,-1392.934,30
4555.777,6111.846,884,16,-1556.069,34
4484.04,6237.182,885,16,-1753.142,39
4580.192,6158.376,886,16,-1578.184,34
4543.812,6016.111,887,16,-1472.299,32
4610.335,6339.213,888,16,-1728.878,38
4676.35,6446.724,889,16,-1770.374,38
4574.388,6264.399,890,16,-1690.011,37
4584.328,6351.393,891,16,-1767.065,39
4707.703,6379.54,892,16,-1671.837,36
4604.442,6339.497,893,16,-1735.055,38
4624.258,6197.218,894,16,-1572.96,34
4716.171,6582.396,895,16,-1866.225,40
4723.565,6661.437,896,16,-1937.872,41
4600.058,6677.05,897,16,-2076.992,45
4654.347,6261.8,898,16,-1607.453,35
4586.857,6534.314,899,16,-1947.457,42
4647.976,6059.07,900,16,-1411.094,30
4725.146,6383.868,901,16,-1658.722,35
4621.206,6636.124,902,16,-2014.918,44
4715.567,6291.682,903,16,-1576.115,33
4718.536,6354.834,904,16,-1636.298,35
4679.907,6396.785,905,16,-1716.878,37
4737.008,6242.113,906,16,-1505.105,32
4650.922,6312.906,907,16,-1661.984,36
4681.328,6258.001,908,16,-1576.673,34
4760.071,6619.252,909,16,-1859.181,39
4712.094,6655.284,910,16,-1943.19,41
4696.905,6458.294,911,16,-1761.389,38
4774.255,6623.898,912,16,-1849.643,39
4772.515,6442.362,913,16,-1669.847,35
4697.772,6695.663,914,16,-1997.891,43
4697.655,6273.273,915,16,-1575.618,34
4738.5,6350.502,916,16,-1612.002,34
4700.708,6467.567,917,16,-1766.859,38
4643.15,6527.023,918,16,-1883.873,41
4715.898,6268.012,919,16,-1552.114,33
4698.739,6336.563,920,16,-1637.824,35
4776.336,6558.916,921,16,-1782.58,37
4640.813,6093.066,922,16,-1452.253,31
4645.399,6444.493,923,16,-1799.094,39
4791.259,6533.027,924,16,-1741.768,36
4739.773,6371.254,925,16,-1631.481,34
4777.807,6737.952,926,16,-1960.145,41
4795.469,6989.905,927,16,-2194.436,46
4766.848,6703.968,928,16,-1937.12,41
4867.269,6684.524,929,16,-1817.255,37
4764.259,6333.107,930,16,-1568.848,33
4822.349,6675.514,931,16,-1853.165,38
4780.897,6576.354,932,16,-1795.457,38
4891.198,6484.212,933,16,-1593.014,33
4851.843,6577.997,934,16,-1726.154,36
4776.225,6507.895,935,16,-1731.67,36
4752.248,7005.589,936,16,-2253.341,47
4861.662,6463.375,937,16,-1601.713,33
4909.571,6543.613,938,16,-1634.042,33
4779.32,6485.274,939,16,-1705.954,36
4818.504,6688.945,940,16,-1870.441,39
4885.437,6569.457,941,16,-1684.02,34
4885.552,6547.287,942,16,-1661.735,34
4779.075,6928.139,943,16,-2149.064,45
4813.148,6944.504,944,16,-2131.356,44
4913.908,6655.595,945,16,-1741.687,35
4825.728,6633.778,946,16,-1808.05,37
4882.834,6662.438,947,16,-1779.604,36
4952.991,7162.092,948,16,-2209.101,45
4860.966,6621.914,949,16,-1760.948,36
4903.216,6613.669,950,16,-1710.453,35
4873.795,6936.454,951,16,-2062.659,42
4934.519,6872.785,952,16,-1938.266,39
4918.101,7107.277,953,16,-2189.176,45
4894.259,7182.076,954,16,-2287.817,47
4964.62,6643.73,955,16,-1679.11,34
4894.803,6610.001,956,16,-1715.198,35
4886.055,6817.407,957,16,-1931.352,40
4954.931,6535.306,958,16,-1580.375,32
4883.983,6509.069,959,16,-1625.086,33
5050.296,6855.356,960,16,-1805.06,36
5044.027,7036.604,961,16,-1992.577,40
4932.802,6850.746,962,16,-1917.944,39
5012.696,7096.007,963,16,-2083.311,42
4962.88,6848.75,964,16,-1885.87,38
5006.283,6771.879,965,16,-1765.596,35
5042.528,6955.953,966,16,-1913.425,38
5017.243,6590.596,967,16,-1573.353,31
4998.45,6617.715,968,16,-1619.265,32
5024.618,6717.557,969,16,-1692.939,34
5014.911,7302.817,970,16,-2287.906,46
5114.586,6965.394,971,16,-1850.808,36
4959.603,6652.675,972,16,-1693.072,34
4962.899,6820.537,973,16,-1857.638,37
4956.969,6317.643,974,16,-1360.674,27
4953.588,6727.751,975,16,-1774.163,36
5024.186,6668.041,976,16,-1643.855,33
4969.032,6605.622,977,16,-1636.59,33
4941.503,6484.036,978,16,-1542.533,31
5040.082,7326.864,979,16,-2286.782,45
4936.216,6777.04,980,16,-1840.824,37
5022.844,7074.117,981,16,-2051.273,41
5093.51,6669.538,982,16,-1576.028,31
5126.69,7196.051,983,16,-2069.361,40
5077.976,7181.666,984,16,-2103.69,41
5113.242,7107.609,985,16,-1994.367,39
5047.815,7400.934,986,16,-2353.119,47
5096.039,6652.348,987,16,-1556.309,31
5098.199,6934.152,988,16,-1835.953,36
5044.247,6746.657,989,16,-1702.41,34
5030.65,6440.979,990,16,-1410.329,28
5207.254,7128.852,991,16,-1921.598,37
5046.172,7416.582,992,16,-2370.41,47
5108.147,7069.463,993,16,-1961.316,38
5058.243,7008.274,994,16,-1950.031,39
5066.365,6762.508,995,16,-1696.143,33
5139.118,6877.622,996,16,-1738.504,34
5066.529,6891.266,997,16,-1824.737,36
5206.438,7159.26,998,16,-1952.822,38
5028.979,6772.666,999,16,-1743.687,35
5054.63,6827.227,1000,16,-1772.597,35
5243.531,7013.921,1001,16,-1770.39,34
5211.071,6851.573,1002,16,-1640.502,31
5112.705,7098.701,1003,16,-1985.996,39
5121.879,6646.459,1004,16,-1524.58,30
5132.894,6633.301,1005,16,-1500.407,29
5214.389,7078.197,1006,16,-1863.808,36
5223.198,6872.058,1007,16,-1648.86,32
5222.577,7857.239,1008,16,-2634.662,50
5211.977,6769.767,1009,16,-1557.79,30
5091.044,7439.258,1010,16,-2348.214,46
5267.241,7225.598,1011,16,-1958.357,37
5189.555,7214.759,1012,16,-2025.204,39
5162.257,7037.956,1013,16,-1875.699,36
5238.129,7027.711,1014,16,-1789.582,34
5181.863,7003.238,1015,16,-1821.375,35
5228.285,6637.343,1016,16,-1409.058,27
5237.961,6781.783,1017,16,-1543.822,29
5120.35,6551.32,1018,16,-1430.97,28
5193.108,6818.488,1019,16,-1625.38,31
5135.844,7002.427,1020,16,-1866.583,36
5256.969,6568.05,1021,16,-1311.081,25
5209.882,7398.626,1022,16,-2188.744,42
5229.762,6990.185,1023,16,-1760.423,34
5285.596,6870.108,1024,16,-1584.512,30
