Esperado,Obtenido,,,,ANN
25252.991,27591.651,764,4,-2338.66,9
25475.315,29361.545,765,4,-3886.23,15
25536.259,27537.869,766,4,-2001.61,8
25510.953,28294.055,767,4,-2783.102,11
25855.01,27829.554,768,4,-1974.544,8
25697.522,28087.849,769,4,-2390.327,9
25165.752,27878.732,770,4,-2712.98,11
25767.174,28242.546,771,4,-2475.372,10
25747.06,27936.092,772,4,-2189.032,9
25847.993,28745.542,773,4,-2897.549,11
25728.908,28142.925,774,4,-2414.017,9
26061.718,29391.729,775,4,-3330.011,13
25871.58,28743.791,776,4,-2872.211,11
25587.25,27695.407,777,4,-2108.157,8
25949.044,28115.563,778,4,-2166.519,8
26137.694,28861.856,779,4,-2724.162,10
25674.047,28502.809,780,4,-2828.762,11
26276.989,29461.425,781,4,-3184.436,12
25592.959,28362.821,782,4,-2769.862,11
25945.855,28407.062,783,4,-2461.207,9
25894.743,28138.666,784,4,-2243.923,9
26491.957,29878.639,785,4,-3386.682,13
25900.63,28421.8,786,4,-2521.17,10
26118.737,28575.975,787,4,-2457.238,9
26225.269,28866.771,788,4,-2641.502,10
26354.351,29624.742,789,4,-3270.391,12
26471.004,28836.702,790,4,-2365.698,9
26079.811,28453.972,791,4,-2374.161,9
26291.459,27737.257,792,4,-1445.798,5
26620.347,29025.308,793,4,-2404.961,9
26701.923,29611.264,794,4,-2909.341,11
26523.541,28732.031,795,4,-2208.49,8
26500.837,28766.374,796,4,-2265.537,9
26906.828,30302.436,797,4,-3395.608,13
26353.875,28537.238,798,4,-2183.363,8
26379.022,29325.738,799,4,-2946.716,11
26950.014,29926.469,800,4,-2976.455,11
26020.954,28060.036,801,4,-2039.082,8
26907.41,29040.954,802,4,-2133.544,8
27041.411,29105.52,803,4,-2064.109,8
26723.431,29552.14,804,4,-2828.709,11
27132.324,29767.879,805,4,-2635.555,10
26683.687,29007.588,806,4,-2323.901,9
26683.833,28664.438,807,4,-1980.605,7
26899.67,29539.635,808,4,-2639.965,10
27397.597,29126.79,809,4,-1729.193,6
26413.791,28446.344,810,4,-2032.553,8
26917.913,29308.974,811,4,-2391.061,9
27051.979,29517.219,812,4,-2465.24,9
27483.615,29715.487,813,4,-2231.872,8
26894.651,29288.805,814,4,-2394.154,9
27241.317,29246.588,815,4,-2005.271,7
27281.708,30339.602,816,4,-3057.894,11
27275.432,30503.495,817,4,-3228.063,12
27408.76,29853.991,818,4,-2445.231,9
27024.605,30151.99,819,4,-3127.385,12
27058.64,29295.719,820,4,-2237.079,8
27446.359,30004.061,821,4,-2557.702,9
27322.105,30418.041,822,4,-3095.936,11
27495.688,30698.687,823,4,-3202.999,12
26988.014,29526.257,824,4,-2538.243,9
27287.365,30922.233,825,4,-3634.868,13
27557.132,30229.497,826,4,-2672.365,10
27602.456,30289.059,827,4,-2686.603,10
27283.887,30152.543,828,4,-2868.656,11
27762.548,29688.09,829,4,-1925.542,7
27564.988,29776.832,830,4,-2211.844,8
27811.159,29620.487,831,4,-1809.328,7
28398.445,31942.641,832,4,-3544.196,12
27731.918,30629.995,833,4,-2898.077,10
27635.381,30603.547,834,4,-2968.166,11
27816.001,30876.09,835,4,-3060.089,11
27988.029,30637.366,836,4,-2649.337,9
28123.03,31737.552,837,4,-3614.522,13
27601.389,30577.001,838,4,-2975.612,11
28002.217,30305.503,839,4,-2303.286,8
27984.881,30400.797,840,4,-2415.916,9
28038.177,30757.683,841,4,-2719.506,10
28205.172,29947.193,842,4,-1742.021,6
28484.816,32209.704,843,4,-3724.888,13
27595.69,29816.564,844,4,-2220.874,8
28125.582,30976.759,845,4,-2851.177,10
28364.753,31066.204,846,4,-2701.451,10
28006.666,30430.806,847,4,-2424.14,9
28223.376,31434.228,848,4,-3210.852,11
28115.075,30820.906,849,4,-2705.831,10
28629.69,31067.243,850,4,-2437.553,9
27892.722,30889.661,851,4,-2996.939,11
28363.912,32521.36,852,4,-4157.448,15
29003.685,31473.063,853,4,-2469.378,9
28530.118,31442.779,854,4,-2912.661,10
28413.234,30176.511,855,4,-1763.277,6
28192.851,30784.571,856,4,-2591.72,9
28444.47,31608.063,857,4,-3163.593,11
28370.148,31691.448,858,4,-3321.3,12
28314.229,30440.759,859,4,-2126.53,8
29231.633,32743.108,860,4,-3511.475,12
29001.07,31677.975,861,4,-2676.905,9
28928.775,31660.286,862,4,-2731.511,9
29267.792,31773.889,863,4,-2506.097,9
28999.474,31995.818,864,4,-2996.344,10
28702.755,31429.093,865,4,-2726.338,9
28418.407,31073.972,866,4,-2655.565,9
29109.089,32102.402,867,4,-2993.313,10
29125.592,31267.232,868,4,-2141.64,7
28952.61,31479.178,869,4,-2526.568,9
28955.374,32258.551,870,4,-3303.177,11
28954.707,31568.513,871,4,-2613.806,9
28728.161,31632.731,872,4,-2904.57,10
29365.508,32458.959,873,4,-3093.451,11
28512.869,31400.871,874,4,-2888.002,10
29537.929,32257.667,875,4,-2719.738,9
29354.664,32792.619,876,4,-3437.955,12
28860.56,31631.897,877,4,-2771.337,10
29071.072,31865.493,878,4,-2794.421,10
29186.778,31612.131,879,4,-2425.353,8
29709.034,32620.426,880,4,-2911.392,10
29777.925,32917.966,881,4,-3140.041,11
28681.825,30947.637,882,4,-2265.812,8
29240.779,31535.942,883,4,-2295.163,8
29438.596,31952.545,884,4,-2513.949,9
29405.96,32275.276,885,4,-2869.316,10
29833.77,32320.197,886,4,-2486.427,8
28923.998,30914.439,887,4,-1990.441,7
29620.381,32815.397,888,4,-3195.016,11
30074.721,32653.915,889,4,-2579.194,9
29656.206,32309.254,890,4,-2653.048,9
29828.939,33256.937,891,4,-3427.998,11
30021.612,33659.692,892,4,-3638.08,12
29297.385,32454.705,893,4,-3157.32,11
30144.739,33312.192,894,4,-3167.453,11
29865.362,32944.563,895,4,-3079.201,10
29843.423,33309.259,896,4,-3465.836,12
30630.591,33625.464,897,4,-2994.873,10
30215.961,33198.735,898,4,-2982.774,10
29806.623,32645.004,899,4,-2838.381,10
29957.087,32761.592,900,4,-2804.505,9
29724.26,32466.805,901,4,-2742.545,9
30048.18,32612.624,902,4,-2564.444,9
29924.413,32631.471,903,4,-2707.058,9
30166.039,33128.815,904,4,-2962.776,10
30046.815,33302.099,905,4,-3255.284,11
29764.243,33099.655,906,4,-3335.412,11
30282.942,32834.18,907,4,-2551.238,8
30391.126,33644.093,908,4,-3252.967,11
30001.313,32676.264,909,4,-2674.951,9
30241.245,33738.106,910,4,-3496.861,12
30148.695,33454.774,911,4,-3306.079,11
30673.622,33873.872,912,4,-3200.25,10
29909.66,32474.617,913,4,-2564.957,9
30129.44,32737.575,914,4,-2608.135,9
29934.354,32067.543,915,4,-2133.189,7
30043.301,33193.286,916,4,-3149.985,10
30234.959,32628.848,917,4,-2393.889,8
30713.874,33745.176,918,4,-3031.302,10
30368.474,33236.89,919,4,-2868.416,9
31065.882,34309.226,920,4,-3243.344,10
30877.49,34556.43,921,4,-3678.94,12
30749.962,34270.996,922,4,-3521.034,11
30153.904,32652.005,923,4,-2498.101,8
30747.435,33586.45,924,4,-2839.015,9
31024.86,33445.605,925,4,-2420.745,8
30310.779,33606.807,926,4,-3296.028,11
30464.828,32944.118,927,4,-2479.29,8
31082.355,34351.203,928,4,-3268.848,11
31348.543,34113.696,929,4,-2765.153,9
31003.323,34161.433,930,4,-3158.11,10
30698.877,33501.756,931,4,-2802.879,9
30983.724,33909.734,932,4,-2926.01,9
30771.616,34571.255,933,4,-3799.639,12
30964.314,33384.362,934,4,-2420.048,8
31009.187,34197.062,935,4,-3187.875,10
30800.242,33712.4,936,4,-2912.158,9
31365.295,34026.177,937,4,-2660.882,8
30553.678,33462.549,938,4,-2908.871,10
31440.991,35990.492,939,4,-4549.501,14
31229.127,34197.483,940,4,-2968.356,10
30558.169,33595.886,941,4,-3037.717,10
31292.036,34240.353,942,4,-2948.317,9
31314.71,34014.651,943,4,-2699.941,9
31239.29,33469.844,944,4,-2230.554,7
31650.727,34821.455,945,4,-3170.728,10
31797.127,34319.509,946,4,-2522.382,8
32044.8,34778.674,947,4,-2733.874,9
31143.713,34295.764,948,4,-3152.051,10
31960.536,35284.293,949,4,-3323.757,10
31036.704,33829.836,950,4,-2793.132,9
31736.219,34482.214,951,4,-2745.995,9
31466.502,34408.88,952,4,-2942.378,9
31594.3,34556.163,953,4,-2961.863,9
31706.799,34930.071,954,4,-3223.272,10
31832.55,34532.238,955,4,-2699.688,8
31611.827,34048.4,956,4,-2436.573,8
31550.763,33973.911,957,4,-2423.148,8
30956.837,33225.675,958,4,-2268.838,7
31435.864,34168.941,959,4,-2733.077,9
32288.536,36013.28,960,4,-3724.744,12
32218.177,34980.747,961,4,-2762.57,9
31766.077,35604.47,962,4,-3838.393,12
32132.045,35602.599,963,4,-3470.554,11
31838.68,35363.85,964,4,-3525.17,11
31915.733,34650.177,965,4,-2734.444,9
32097.716,35242.839,966,4,-3145.123,10
32060.942,36013.502,967,4,-3952.56,12
31722.577,34871.223,968,4,-3148.646,10
32438.063,36332.179,969,4,-3894.116,12
32626.548,35927.499,970,4,-3300.951,10
32198.972,35400.158,971,4,-3201.186,10
32170.726,35721.034,972,4,-3550.308,11
32628.477,35396.501,973,4,-2768.024,8
32415.626,34811.452,974,4,-2395.826,7
32529.811,35394.659,975,4,-2864.848,9
31858.008,34150.265,976,4,-2292.257,7
32387.873,34624.852,977,4,-2236.979,7
32189.268,35324.828,978,4,-3135.56,10
32085.941,35667.896,979,4,-3581.955,11
32781.705,35428.351,980,4,-2646.646,8
32201.025,35527.541,981,4,-3326.516,10
32838.615,36943.314,982,4,-4104.699,12
32875.238,35884.261,983,4,-3009.023,9
32442.724,35122.596,984,4,-2679.872,8
32543.456,35255.779,985,4,-2712.323,8
32346.756,35565.617,986,4,-3218.861,10
33165.038,35546.32,987,4,-2381.282,7
32533.664,34982.318,988,4,-2448.654,8
32787.869,36341.107,989,4,-3553.238,11
32226.784,35674.876,990,4,-3448.092,11
33409.39,37472.768,991,4,-4063.378,12
33178.183,35720.493,992,4,-2542.31,8
33018.006,35068.514,993,4,-2050.508,6
32956.886,35701.726,994,4,-2744.84,8
32518.877,35979.999,995,4,-3461.122,11
33048.889,36009.74,996,4,-2960.851,9
32895.496,35814.012,997,4,-2918.516,9
33324.47,37687.343,998,4,-4362.873,13
32953.316,35798.472,999,4,-2845.156,9
33108.62,35402.344,1000,4,-2293.724,7
33288.409,36181.668,1001,4,-2893.259,9
33058.086,35867.365,1002,4,-2809.279,8
32973.234,35741.046,1003,4,-2767.812,8
33290.195,36540.557,1004,4,-3250.362,10
33684.548,37000.412,1005,4,-3315.864,10
33473.75,36213.029,1006,4,-2739.279,8
33228.602,36693.067,1007,4,-3464.465,10
33541.651,36580.854,1008,4,-3039.203,9
33545.785,35736.371,1009,4,-2190.586,7
33138.52,36304.015,1010,4,-3165.495,10
33252.539,35869.001,1011,4,-2616.462,8
33243.112,35813.045,1012,4,-2569.933,8
33439.552,35949.252,1013,4,-2509.7,8
33239.851,36055.018,1014,4,-2815.167,8
33322.707,36555.568,1015,4,-3232.861,10
33434.529,36452.605,1016,4,-3018.076,9
33915.074,36893.717,1017,4,-2978.643,9
33781.731,36725.047,1018,4,-2943.316,9
33701.526,36026.416,1019,4,-2324.89,7
34243.403,36646.139,1020,4,-2402.736,7
33074.837,36028.281,1021,4,-2953.444,9
34169.501,38320.318,1022,4,-4150.817,12
33993.81,36607.542,1023,4,-2613.732,8
33820.299,37177.919,1024,4,-3357.62,10
