esperado,obtenido,accuracy,tareas,maquinas
222.079,311.415,0.6,17,16
245.524,452.6,0.6,18,16
259.35,384.132,0.525,19,16
259.747,402.523,0.5875,20,16
277.615,508.12,0.5375,21,16
263.885,494.814,0.54375,22,16
306.866,530.574,0.50625,23,16
282.201,419.587,0.5625,24,16
277.35,474.53,0.6125,25,16
306.621,553.725,0.59375,26,16
324.682,437.795,0.58125,27,16
333.79,602.791,0.64375,28,16
326.417,574.043,0.56875,29,16
336.585,524.6,0.61875,30,16
354.382,559.02,0.6375,31,16
372.451,601.259,0.4875,32,16
338.11,628.912,0.58125,33,16
372.324,591.258,0.63125,34,16
327.699,455,0.63125,35,16
411.014,621.621,0.575,36,16
383.126,521.529,0.58125,37,16
391.374,599.325,0.5625,38,16
377.38,506.227,0.625,39,16
363.763,648.918,0.6,40,16
434.178,820.349,0.575,41,16
433.312,725.282,0.59375,42,16
411.726,566.522,0.5875,43,16
423.487,719.657,0.64375,44,16
419.296,739.328,0.66875,45,16
444.329,767.131,0.5375,46,16
399.132,776.18,0.625,47,16
429.607,803.234,0.5875,48,16
431.406,614.276,0.6,49,16
461.591,793.271,0.6875,50,16
470.847,631.372,0.5625,51,16
500.051,720.5,0.575,52,16
486.016,843.294,0.575,53,16
491.805,812.601,0.6375,54,16
486.253,839.562,0.6,55,16
457.062,751.458,0.64375,56,16
514.307,841.475,0.5375,57,16
535.272,850.883,0.66875,58,16
497.568,878.683,0.65,59,16
523.914,826.746,0.60625,60,16
533.95,909.209,0.58125,61,16
544.013,793.171,0.60625,62,16
503.584,996.168,0.60625,63,16
517.787,830.531,0.68125,64,16
610.726,932.033,0.6625,65,16
528.181,841.898,0.5875,66,16
519.187,934.557,0.61875,67,16
544.254,763.787,0.70625,68,16
571.999,1019.48,0.625,69,16
572.631,1077.226,0.6875,70,16
576.249,945.995,0.60625,71,16
591.495,1072.625,0.6,72,16
593.794,1186.861,0.6625,73,16
581.483,1134.552,0.6375,74,16
570.608,988.661,0.66875,75,16
571.294,990.653,0.61875,76,16
644.147,938.717,0.6,77,16
624.119,1010.027,0.6,78,16
637.372,933.873,0.64375,79,16
617.892,1128.272,0.6625,80,16
582.489,813.299,0.66875,81,16
649.285,1137.306,0.59375,82,16
619.063,1023.341,0.6375,83,16
637.763,1153.269,0.58125,84,16
706.102,1112.946,0.6625,85,16
694.64,1222.179,0.6125,86,16
608.541,912.212,0.675,87,16
649.819,1009.783,0.63125,88,16
685.822,1093.272,0.59375,89,16
660.603,1160.036,0.58125,90,16
685.149,1207.179,0.64375,91,16
695.979,1138.504,0.6125,92,16
646.332,945.803,0.69375,93,16
733.789,1050.034,0.64375,94,16
686.239,1082.191,0.625,95,16
667.988,1086.286,0.6875,96,16
656.546,1184.838,0.625,97,16
715.422,1229.323,0.60625,98,16
696.88,1297.37,0.68125,99,16
695.403,1084.748,0.7,100,16
690.64,1071.96,0.66875,101,16
713.366,1267.267,0.6625,102,16
745.433,1080.707,0.66875,103,16
699.577,1255.552,0.68125,104,16
737.752,1259.013,0.625,105,16
732.405,1169.775,0.6625,106,16
754.187,1274.062,0.64375,107,16
750.143,1286.544,0.64375,108,16
738.59,1211.143,0.6375,109,16
763.308,1375.637,0.675,110,16
785.871,1290.725,0.64375,111,16
754.53,1367.565,0.59375,112,16
854.755,1358.806,0.61875,113,16
791.137,1431.743,0.625,114,16
793.567,1216.055,0.675,115,16
768.514,1338.657,0.65625,116,16
760.209,1300.201,0.675,117,16
821.083,1333.407,0.5625,118,16
839.39,1517.623,0.625,119,16
803.859,1114.347,0.65,120,16
833.892,1420.412,0.63125,121,16
797.042,1096.34,0.625,122,16
826.642,1530.826,0.6375,123,16
862.094,1509.561,0.59375,124,16
828.282,1334.037,0.6625,125,16
839.627,1423.105,0.675,126,16
820.629,1363.419,0.675,127,16
841.629,1615.116,0.675,128,16
819.053,1344.082,0.6,129,16
875.971,1266.112,0.68125,130,16
825.836,1376.566,0.65,131,16
890.587,1295.986,0.63125,132,16
864.199,1322.14,0.7,133,16
904.394,1668.437,0.69375,134,16
888.971,1594.212,0.58125,135,16
880.293,1570.278,0.66875,136,16
930.031,1634.762,0.5875,137,16
899.793,1376.579,0.65625,138,16
880.774,1504.847,0.70625,139,16
926.801,1649.625,0.6625,140,16
920.13,1544.443,0.65625,141,16
927.101,1537.742,0.69375,142,16
969.25,1706.445,0.7125,143,16
931.203,1473.549,0.63125,144,16
950.682,1635.817,0.625,145,16
947.996,1703.658,0.66875,146,16
968.722,1590.766,0.69375,147,16
946.075,1683.526,0.64375,148,16
981.887,1722.67,0.575,149,16
990.06,1712.524,0.5875,150,16
