esperado,obtenido,accuracy,tareas,maquinas
222.079,333.97,0.59375,17,16
245.524,429.526,0.6,18,16
259.35,402.559,0.50625,19,16
259.747,373.16,0.56875,20,16
277.615,494.419,0.5125,21,16
263.885,471.377,0.54375,22,16
306.866,446.545,0.49375,23,16
282.201,441.77,0.55,24,16
277.35,482.803,0.6125,25,16
306.621,554.66,0.575,26,16
324.682,538.836,0.5875,27,16
333.79,547.842,0.625,28,16
326.417,461.18,0.5625,29,16
336.585,474.064,0.63125,30,16
354.382,495.479,0.65,31,16
372.451,537.128,0.525,32,16
338.11,560.293,0.55,33,16
372.324,537.879,0.625,34,16
327.699,493.888,0.625,35,16
411.014,647.237,0.5625,36,16
383.126,506.881,0.61875,37,16
391.374,610.965,0.59375,38,16
377.38,542.719,0.6375,39,16
363.763,562.664,0.59375,40,16
434.178,635.367,0.6125,41,16
433.312,603.457,0.625,42,16
411.726,636.737,0.5625,43,16
423.487,602.613,0.6125,44,16
419.296,577.236,0.65625,45,16
444.329,661.386,0.58125,46,16
399.132,664.915,0.625,47,16
429.607,633.444,0.5875,48,16
431.406,572.378,0.63125,49,16
461.591,612.823,0.68125,50,16
470.847,748.336,0.6,51,16
500.051,745.861,0.60625,52,16
486.016,794.693,0.5875,53,16
491.805,829.433,0.66875,54,16
486.253,746.986,0.5875,55,16
457.062,798.507,0.65625,56,16
514.307,731.193,0.575,57,16
535.272,785.127,0.625,58,16
497.568,739.105,0.6625,59,16
523.914,732.587,0.5625,60,16
533.95,764.364,0.6625,61,16
544.013,878.466,0.61875,62,16
503.584,719.076,0.6375,63,16
517.787,759.27,0.70625,64,16
610.726,926.049,0.66875,65,16
528.181,793.204,0.59375,66,16
519.187,845.707,0.65625,67,16
544.254,727.488,0.71875,68,16
571.999,928.214,0.625,69,16
572.631,904.885,0.6875,70,16
576.249,924.984,0.56875,71,16
591.495,940.051,0.65625,72,16
593.794,837.31,0.675,73,16
581.483,832.109,0.6625,74,16
570.608,951.334,0.65,75,16
571.294,892.544,0.63125,76,16
644.147,930.784,0.6375,77,16
624.119,973.747,0.65625,78,16
637.372,1126.226,0.7125,79,16
617.892,1187.782,0.69375,80,16
582.489,933.774,0.66875,81,16
649.285,1097.487,0.59375,82,16
619.063,836.537,0.66875,83,16
637.763,1092.386,0.61875,84,16
706.102,1157.823,0.625,85,16
694.64,1119.481,0.6,86,16
608.541,932.613,0.70625,87,16
649.819,959.809,0.65625,88,16
685.822,972.927,0.55625,89,16
660.603,1068.703,0.58125,90,16
685.149,1139.894,0.68125,91,16
695.979,1171.298,0.625,92,16
646.332,890.4,0.6875,93,16
733.789,1032.701,0.63125,94,16
686.239,1016.824,0.64375,95,16
667.988,1046.879,0.7125,96,16
656.546,989.474,0.6875,97,16
715.422,1099.743,0.6,98,16
696.88,1132.153,0.7,99,16
695.403,1078.964,0.7375,100,16
690.64,1159.218,0.675,101,16
713.366,1035.747,0.64375,102,16
745.433,1194.919,0.6625,103,16
699.577,1036.256,0.71875,104,16
737.752,1166.486,0.68125,105,16
732.405,1076.057,0.6625,106,16
754.187,1139.014,0.6875,107,16
750.143,1141.737,0.63125,108,16
738.59,1075.189,0.6125,109,16
763.308,1142.499,0.70625,110,16
785.871,1203.097,0.65,111,16
754.53,1353.163,0.65,112,16
854.755,1116.268,0.63125,113,16
791.137,1169.256,0.65,114,16
793.567,1129.998,0.68125,115,16
768.514,1299.105,0.68125,116,16
760.209,1113.309,0.66875,117,16
821.083,1247.71,0.55625,118,16
839.39,1226.451,0.64375,119,16
803.859,1245.93,0.7,120,16
833.892,1278.49,0.66875,121,16
797.042,1225.718,0.6125,122,16
826.642,1278.5,0.65,123,16
862.094,1479.384,0.68125,124,16
828.282,1224.347,0.70625,125,16
839.627,1374.726,0.6875,126,16
820.629,1335.376,0.69375,127,16
841.629,1235.904,0.75,128,16
819.053,1337.171,0.61875,129,16
875.971,1399.096,0.69375,130,16
825.836,1249.19,0.65,131,16
890.587,1343.851,0.61875,132,16
864.199,1325.771,0.73125,133,16
904.394,1342.089,0.69375,134,16
888.971,1465.843,0.6125,135,16
880.293,1340.853,0.675,136,16
930.031,1205.21,0.6375,137,16
899.793,1355.202,0.6625,138,16
880.774,1210.765,0.71875,139,16
926.801,1469.303,0.68125,140,16
920.13,1337.363,0.65625,141,16
927.101,1457.74,0.75,142,16
969.25,1511.119,0.75,143,16
931.203,1363.036,0.7,144,16
950.682,1499.634,0.6625,145,16
947.996,1473.074,0.65625,146,16
968.722,1342.367,0.76875,147,16
946.075,1281.178,0.69375,148,16
981.887,1380.113,0.6125,149,16
990.06,1320.658,0.675,150,16
959.314,1457.714,0.65,151,16
994.789,1466.233,0.7125,152,16
959.836,1409.99,0.64375,153,16
982.283,1505.241,0.7,154,16
1003.581,1408.922,0.675,155,16
1020.7,1453.964,0.65625,156,16
1020.341,1524.554,0.7375,157,16
992.427,1398.215,0.71875,158,16
1049.92,1451.44,0.725,159,16
1016.366,1579.302,0.7875,160,16
1007.578,1436.362,0.70625,161,16
1030.738,1331.79,0.68125,162,16
1056.087,1454.035,0.75625,163,16
1062.967,1511.756,0.675,164,16
1039.666,1585.755,0.6875,165,16
1042.287,1719.529,0.6875,166,16
1060.329,1607.597,0.725,167,16
1069.058,1774.587,0.675,168,16
1077.2,1482.024,0.65625,169,16
1044.007,1665.83,0.7,170,16
1052.115,1558.818,0.7375,171,16
1143.044,1714.48,0.6375,172,16
1075.912,1709.716,0.7125,173,16
1108.93,1771.688,0.6875,174,16
1093.512,1630.673,0.75625,175,16
1080.37,1636.499,0.7375,176,16
1051.944,1472.483,0.7125,177,16
1120.999,1643.183,0.68125,178,16
1103.097,1537.168,0.7125,179,16
1118.778,1647.303,0.7,180,16
1091.171,1658.246,0.6875,181,16
1166.823,1719.389,0.65625,182,16
1127.263,1574.042,0.69375,183,16
1118.748,1764.293,0.7875,184,16
1142.864,1600.827,0.7,185,16
1162.688,1765.492,0.7,186,16
1156.065,1731.366,0.7,187,16
1159.006,1779.262,0.68125,188,16
1155.565,1718.555,0.75,189,16
1166.532,1641.758,0.70625,190,16
1183.843,1673.187,0.68125,191,16
1183.792,1766.298,0.6375,192,16
1198.202,1692.486,0.68125,193,16
1179.848,1488.955,0.73125,194,16
1169.357,1671.71,0.69375,195,16
1159.709,1591.848,0.68125,196,16
1147.035,1587.272,0.7125,197,16
1197.298,1887.772,0.7125,198,16
1214.971,1605.669,0.65,199,16
1203.202,1655.637,0.7,200,16
1239.755,1806.471,0.66875,201,16
1264.866,1755.068,0.69375,202,16
1224.16,1609.865,0.70625,203,16
1261.291,1802.259,0.675,204,16
1231.166,1814.336,0.7375,205,16
1261.184,1789.331,0.65,206,16
1266.901,2155.752,0.64375,207,16
1276.755,1872.133,0.68125,208,16
1224.969,1715.478,0.69375,209,16
1280.489,1938.909,0.66875,210,16
1321.162,1857.896,0.63125,211,16
1304.008,1885.74,0.75,212,16
1311.121,1874.867,0.6875,213,16
1299.989,1819.787,0.7,214,16
1325.685,1939.539,0.75,215,16
1251.699,1794.695,0.675,216,16
1348.309,1839.856,0.71875,217,16
1326.793,1935.458,0.7125,218,16
1352.439,1820.884,0.7375,219,16
1322.208,1890.151,0.69375,220,16
1306.812,1854.073,0.71875,221,16
1307.519,1754.748,0.74375,222,16
1316.517,1924.215,0.675,223,16
1303.81,1750.232,0.725,224,16
1343.464,1788.787,0.7375,225,16
1393.173,1896.13,0.7,226,16
1378.759,2036.975,0.76875,227,16
1383.85,1904.81,0.74375,228,16
1358.085,1913.449,0.79375,229,16
1354.918,1798.675,0.71875,230,16
1314.711,1964.649,0.71875,231,16
1330.758,1938.498,0.625,232,16
1378.569,1999.481,0.68125,233,16
1335.91,1863.276,0.70625,234,16
1416.742,1905.335,0.725,235,16
1380.255,1964.201,0.74375,236,16
1405.414,2032.416,0.7,237,16
1446.578,1935.926,0.7375,238,16
1381.558,1963.809,0.68125,239,16
1406.47,2046.97,0.76875,240,16
1402.312,2212.865,0.68125,241,16
1388.169,1934.051,0.68125,242,16
1436.98,1899.189,0.70625,243,16
1414.705,2295.264,0.73125,244,16
1476.562,2095.272,0.74375,245,16
1439.861,1858.634,0.7,246,16
1420.032,2233.038,0.7125,247,16
1349.547,1940.189,0.70625,248,16
1443.537,2185.896,0.74375,249,16
1456.407,2020.626,0.75,250,16
1441.086,1984.407,0.725,251,16
1457.213,2061.86,0.6625,252,16
1449.774,1920.321,0.6875,253,16
1452.366,2122.402,0.71875,254,16
1505.206,2132.151,0.68125,255,16
1517.968,2086.465,0.71875,256,16
1513.086,2168.441,0.70625,257,16
1508.246,2185.317,0.66875,258,16
1481.804,2153.196,0.7125,259,16
1479.796,2052.02,0.74375,260,16
1538.889,2125.994,0.75,261,16
1535.021,2051.55,0.74375,262,16
1509.047,2314.377,0.68125,263,16
1497.934,2024.196,0.75625,264,16
1496.633,2080.321,0.74375,265,16
1572.628,2213.67,0.725,266,16
1561.777,2451.584,0.76875,267,16
1533.957,2020.071,0.65,268,16
1565.944,2094.342,0.7,269,16
1526.121,2157.444,0.79375,270,16
1541.258,2139.331,0.73125,271,16
1554.71,2156.401,0.73125,272,16
1594.3,2139.45,0.69375,273,16
1514.748,2406.479,0.6875,274,16
1612.29,2224.306,0.7,275,16
1592.332,2141.315,0.74375,276,16
1626.101,2328.772,0.71875,277,16
1585.794,2228.208,0.7125,278,16
1588.116,2186.174,0.76875,279,16
1552.611,2275.051,0.75,280,16
1584.132,2299.54,0.75625,281,16
1616.445,2224.205,0.73125,282,16
1586.472,2174.887,0.71875,283,16
1690.106,2342.484,0.75625,284,16
1595.678,2379.967,0.7375,285,16
1691.771,2383.874,0.66875,286,16
1624.084,2358.563,0.7,287,16
1667.908,2280.758,0.7375,288,16
1670.368,2245.831,0.725,289,16
1692.308,2221.029,0.73125,290,16
1689.114,2335.472,0.7125,291,16
1644.866,2296.227,0.73125,292,16
