esperado,obtenido,accuracy,tareas,maquinas
222.079,351.17,0.59375,17,16
245.524,415.608,0.59375,18,16
259.35,379.283,0.50625,19,16
259.747,402.466,0.56875,20,16
277.615,470.167,0.5,21,16
263.885,542.847,0.5375,22,16
306.866,454.622,0.48125,23,16
282.201,399.287,0.56875,24,16
277.35,466.971,0.60625,25,16
306.621,565.56,0.5875,26,16
324.682,543.436,0.575,27,16
333.79,576.442,0.625,28,16
326.417,486.516,0.56875,29,16
336.585,490.129,0.61875,30,16
354.382,525.278,0.6375,31,16
372.451,502.793,0.51875,32,16
338.11,546.984,0.54375,33,16
372.324,583.041,0.63125,34,16
327.699,526.64,0.63125,35,16
411.014,647.329,0.5875,36,16
383.126,487.855,0.6125,37,16
391.374,684.071,0.5875,38,16
377.38,497.52,0.625,39,16
363.763,618.937,0.5875,40,16
434.178,599.032,0.6125,41,16
433.312,693.018,0.625,42,16
411.726,581.128,0.56875,43,16
423.487,628.986,0.6375,44,16
419.296,576.122,0.6625,45,16
444.329,645.72,0.56875,46,16
399.132,679.45,0.63125,47,16
429.607,693.151,0.59375,48,16
431.406,684.449,0.63125,49,16
461.591,623.895,0.66875,50,16
470.847,657.805,0.6125,51,16
500.051,790.586,0.575,52,16
486.016,883.047,0.6,53,16
491.805,819.056,0.65625,54,16
486.253,809.129,0.59375,55,16
457.062,889.874,0.65625,56,16
514.307,881.414,0.5875,57,16
535.272,846.627,0.6125,58,16
497.568,802.617,0.6625,59,16
523.914,850.413,0.56875,60,16
533.95,759.375,0.6375,61,16
544.013,847.152,0.6125,62,16
503.584,868.24,0.64375,63,16
517.787,736.091,0.70625,64,16
610.726,995.104,0.6625,65,16
528.181,801.175,0.58125,66,16
519.187,873.415,0.64375,67,16
544.254,843.034,0.71875,68,16
571.999,933.892,0.6,69,16
572.631,1014.109,0.7125,70,16
576.249,960.075,0.55625,71,16
591.495,887.569,0.675,72,16
593.794,998.543,0.64375,73,16
581.483,848.211,0.64375,74,16
570.608,944.804,0.63125,75,16
571.294,987.792,0.625,76,16
644.147,1104.425,0.63125,77,16
624.119,1004.53,0.6625,78,16
637.372,903.198,0.7,79,16
617.892,1184.045,0.69375,80,16
582.489,1000.67,0.6875,81,16
649.285,1109.28,0.5875,82,16
619.063,890.566,0.675,83,16
637.763,1068.844,0.5875,84,16
706.102,1154.21,0.6375,85,16
694.64,1193.775,0.60625,86,16
608.541,1064.929,0.70625,87,16
649.819,993.547,0.6375,88,16
685.822,939.112,0.56875,89,16
660.603,1086.924,0.58125,90,16
685.149,1034.151,0.675,91,16
695.979,994.361,0.61875,92,16
646.332,837.554,0.69375,93,16
733.789,1131.562,0.6375,94,16
686.239,1007.548,0.68125,95,16
667.988,1041.065,0.70625,96,16
656.546,1092.22,0.675,97,16
715.422,1205.636,0.59375,98,16
696.88,1158.945,0.70625,99,16
695.403,1090.845,0.7125,100,16
690.64,1100.401,0.675,101,16
713.366,1148.84,0.65625,102,16
745.433,1089.675,0.6625,103,16
699.577,1186.305,0.73125,104,16
737.752,1196.56,0.675,105,16
732.405,1108.88,0.65,106,16
754.187,1279.412,0.71875,107,16
750.143,1326.69,0.64375,108,16
738.59,1090.035,0.6125,109,16
763.308,1241.056,0.69375,110,16
785.871,1240.949,0.6375,111,16
754.53,1338.513,0.6375,112,16
854.755,1232.872,0.63125,113,16
791.137,1475.544,0.66875,114,16
793.567,1282.18,0.69375,115,16
768.514,1412.861,0.69375,116,16
760.209,1239.417,0.65625,117,16
821.083,1385.155,0.525,118,16
839.39,1232.971,0.65625,119,16
