esperado,obtenido,accuracy,tareas,maquinas
222.079,429.999,0.675,17,16
245.524,410.317,0.6375,18,16
259.35,448.441,0.6375,19,16
259.747,517.332,0.6375,20,16
277.615,456.827,0.59375,21,16
263.885,488.615,0.63125,22,16
306.866,464,0.5375,23,16
282.201,522.571,0.6625,24,16
277.35,451.75,0.6875,25,16
306.621,502.896,0.63125,26,16
324.682,597.085,0.6375,27,16
333.79,560.414,0.70625,28,16
326.417,456.415,0.61875,29,16
336.585,620.936,0.6625,30,16
354.382,628.016,0.66875,31,16
372.451,671.212,0.6,32,16
338.11,531.718,0.61875,33,16
372.324,685.243,0.7,34,16
327.699,478.888,0.68125,35,16
411.014,741.21,0.6625,36,16
383.126,672.204,0.65625,37,16
391.374,779.249,0.61875,38,16
377.38,669.331,0.6375,39,16
363.763,649.716,0.66875,40,16
434.178,751.943,0.66875,41,16
433.312,787.685,0.68125,42,16
411.726,723.911,0.575,43,16
423.487,894.044,0.6125,44,16
419.296,759.053,0.71875,45,16
444.329,703.056,0.61875,46,16
399.132,638.751,0.65625,47,16
429.607,889.384,0.64375,48,16
431.406,668.29,0.6625,49,16
461.591,771.75,0.73125,50,16
470.847,644.218,0.63125,51,16
500.051,725.521,0.63125,52,16
486.016,763.679,0.66875,53,16
491.805,823.293,0.6375,54,16
486.253,774.296,0.5875,55,16
457.062,796.507,0.71875,56,16
514.307,860.76,0.625,57,16
535.272,1005.495,0.64375,58,16
497.568,688.721,0.66875,59,16
523.914,936.175,0.61875,60,16
533.95,736.655,0.66875,61,16
544.013,984.499,0.6625,62,16
503.584,860.879,0.64375,63,16
517.787,847.335,0.71875,64,16
610.726,992.383,0.64375,65,16
528.181,814.712,0.66875,66,16
519.187,826.631,0.6625,67,16
544.254,775.002,0.73125,68,16
571.999,1175.807,0.65625,69,16
572.631,921.816,0.71875,70,16
576.249,903.055,0.5875,71,16
591.495,957.66,0.675,72,16
593.794,817.399,0.675,73,16
581.483,872.776,0.6875,74,16
570.608,858.649,0.64375,75,16
571.294,1082.316,0.66875,76,16
644.147,964.941,0.66875,77,16
624.119,1006.385,0.66875,78,16
637.372,876.562,0.66875,79,16
617.892,981.61,0.74375,80,16
582.489,872.28,0.69375,81,16
649.285,1040.337,0.625,82,16
619.063,893.303,0.61875,83,16
637.763,944.628,0.6625,84,16
706.102,1349.758,0.66875,85,16
694.64,1188.216,0.64375,86,16
608.541,936.975,0.73125,87,16
649.819,1086.856,0.675,88,16
685.822,1099.931,0.61875,89,16
660.603,1074.835,0.6,90,16
685.149,927.296,0.65625,91,16
695.979,1168.423,0.7125,92,16
646.332,827.786,0.66875,93,16
733.789,1309.876,0.675,94,16
686.239,1075.583,0.69375,95,16
667.988,1223.162,0.68125,96,16
656.546,902.306,0.7,97,16
715.422,1174.987,0.6375,98,16
696.88,1239.072,0.69375,99,16
695.403,1115.232,0.7125,100,16
690.64,1132.807,0.69375,101,16
713.366,1111.327,0.675,102,16
745.433,1176.15,0.68125,103,16
699.577,1149.755,0.71875,104,16
737.752,1042.997,0.675,105,16
732.405,1075.33,0.6375,106,16
754.187,1333.363,0.71875,107,16
750.143,1135.527,0.64375,108,16
738.59,1430.096,0.66875,109,16
763.308,1118.062,0.74375,110,16
785.871,1275.933,0.625,111,16
754.53,1364.632,0.6125,112,16
854.755,1302.331,0.5875,113,16
791.137,1276.425,0.6625,114,16
793.567,1132.326,0.64375,115,16
768.514,1302.909,0.66875,116,16
760.209,1116.17,0.64375,117,16
821.083,1284.257,0.59375,118,16
839.39,1312.487,0.625,119,16
803.859,1231.542,0.7125,120,16
833.892,1299.253,0.65,121,16
797.042,1226.528,0.58125,122,16
826.642,1369.546,0.60625,123,16
862.094,1383.684,0.66875,124,16
828.282,1293.33,0.66875,125,16
839.627,1384.015,0.6875,126,16
820.629,1449.679,0.6625,127,16
841.629,1348.333,0.725,128,16
819.053,1479.314,0.60625,129,16
875.971,1421.955,0.68125,130,16
825.836,1223.209,0.66875,131,16
890.587,1366.598,0.7,132,16
864.199,1238.328,0.70625,133,16
904.394,1237.145,0.7125,134,16
888.971,1438.477,0.63125,135,16
880.293,1242.521,0.675,136,16
930.031,1188.273,0.63125,137,16
899.793,1429.548,0.6625,138,16
880.774,1116.597,0.75,139,16
926.801,1545.133,0.65,140,16
920.13,1573.353,0.6125,141,16
927.101,1505.08,0.7125,142,16
969.25,1448.828,0.71875,143,16
931.203,1353.624,0.675,144,16
950.682,1556.731,0.65,145,16
947.996,1603.398,0.65,146,16
968.722,1384.812,0.71875,147,16
946.075,1503.687,0.675,148,16
981.887,1484.524,0.5875,149,16
990.06,1534.615,0.6625,150,16
959.314,1528.528,0.66875,151,16
994.789,1473.871,0.66875,152,16
959.836,1418.424,0.61875,153,16
982.283,1406.804,0.6875,154,16
1003.581,1640.809,0.6375,155,16
1020.7,1581.658,0.63125,156,16
1020.341,1531.567,0.73125,157,16
992.427,1467.239,0.6625,158,16
1049.92,1785.076,0.66875,159,16
1016.366,1678.522,0.725,160,16
1007.578,1438.984,0.69375,161,16
1030.738,1685.19,0.65,162,16
1056.087,1650.457,0.73125,163,16
1062.967,1649.203,0.675,164,16
1039.666,1602.782,0.6625,165,16
1042.287,1559.755,0.6875,166,16
1060.329,1909.237,0.65,167,16
1069.058,1563.653,0.64375,168,16
1077.2,1563.228,0.625,169,16
1044.007,1688.383,0.7125,170,16
1052.115,1504.873,0.69375,171,16
1143.044,2112.803,0.625,172,16
1075.912,1821.208,0.65625,173,16
1108.93,1788.122,0.675,174,16
1093.512,1452.346,0.68125,175,16
1080.37,1638.545,0.675,176,16
1051.944,1579.938,0.6875,177,16
1120.999,1795.243,0.68125,178,16
1103.097,1604.758,0.66875,179,16
1118.778,1596.479,0.65625,180,16
1091.171,1709.338,0.68125,181,16
1166.823,1693.516,0.6375,182,16
1127.263,1621.531,0.6625,183,16
1118.748,1668.466,0.7125,184,16
1142.864,1761.736,0.6625,185,16
1162.688,1745.762,0.7125,186,16
1156.065,1688.127,0.7,187,16
1159.006,1912.656,0.65625,188,16
1155.565,1595.945,0.71875,189,16
1166.532,1842.971,0.71875,190,16
1183.843,1716.968,0.68125,191,16
1183.792,1959.708,0.5875,192,16
1198.202,2019.148,0.6,193,16
1179.848,1728.23,0.70625,194,16
1169.357,1813.121,0.675,195,16
1159.709,1501.719,0.7125,196,16
1147.035,1586.42,0.70625,197,16
1197.298,1821.44,0.64375,198,16
1214.971,1674.622,0.5875,199,16
1203.202,1886.47,0.69375,200,16
1239.755,1921.72,0.66875,201,16
1264.866,1812.812,0.68125,202,16
1224.16,1720.352,0.73125,203,16
1261.291,1797.88,0.7,204,16
1231.166,1945.122,0.7,205,16
1261.184,1892.75,0.61875,206,16
1266.901,1886.988,0.6375,207,16
1276.755,1751.927,0.625,208,16
1224.969,1798.98,0.63125,209,16
1280.489,1947.564,0.6625,210,16
1321.162,1786.354,0.5875,211,16
1304.008,1850.18,0.725,212,16
1311.121,1960.302,0.675,213,16
1299.989,1808.806,0.675,214,16
1325.685,2068.362,0.71875,215,16
1251.699,1805.843,0.68125,216,16
1348.309,2002.309,0.70625,217,16
1326.793,1768.414,0.675,218,16
1352.439,1993.618,0.68125,219,16
1322.208,1943.843,0.675,220,16
1306.812,1780.982,0.6875,221,16
1307.519,2024.709,0.6625,222,16
1316.517,1885.886,0.6625,223,16
1303.81,1814.574,0.65625,224,16
1343.464,1777.977,0.69375,225,16
1393.173,1966.574,0.64375,226,16
1378.759,2120.046,0.71875,227,16
1383.85,1871.266,0.7125,228,16
1358.085,1909.375,0.79375,229,16
1354.918,1823.171,0.69375,230,16
1314.711,1960.321,0.6375,231,16
1330.758,2165.618,0.65,232,16
1378.569,2200.481,0.65,233,16
1335.91,2148.206,0.6625,234,16
1416.742,2201.637,0.68125,235,16
1380.255,2092.196,0.675,236,16
1405.414,1928.635,0.64375,237,16
1446.578,2197.92,0.68125,238,16
1381.558,2059.436,0.65,239,16
1406.47,2144.506,0.69375,240,16
1402.312,2111.469,0.68125,241,16
1388.169,1840.821,0.61875,242,16
1436.98,2069.114,0.6375,243,16
1414.705,1896.647,0.725,244,16
1476.562,2142.45,0.675,245,16
1439.861,2251.73,0.6625,246,16
1420.032,2259.399,0.65625,247,16
1349.547,1798.499,0.70625,248,16
1443.537,2090.889,0.6625,249,16
1456.407,2166.783,0.7125,250,16
1441.086,2088.165,0.71875,251,16
1457.213,2233.854,0.61875,252,16
1449.774,1979.668,0.65,253,16
1452.366,2136.097,0.675,254,16
1505.206,2116.62,0.6625,255,16
1517.968,2395.193,0.63125,256,16
1513.086,2054.065,0.7375,257,16
1508.246,2163.841,0.675,258,16
1481.804,2111.399,0.65,259,16
1479.796,2252.907,0.74375,260,16
1538.889,2309.986,0.7125,261,16
1535.021,2084.739,0.7,262,16
1509.047,2132.107,0.63125,263,16
1497.934,2039.09,0.70625,264,16
1496.633,2150.568,0.71875,265,16
1572.628,2331.448,0.675,266,16
1561.777,2236.115,0.68125,267,16
1533.957,2261.696,0.65,268,16
1565.944,2070.692,0.675,269,16
1526.121,2070.781,0.75625,270,16
1541.258,2296.278,0.66875,271,16
1554.71,2241.675,0.68125,272,16
1594.3,2297.653,0.6625,273,16
1514.748,2078.428,0.6625,274,16
1612.29,2204.727,0.7125,275,16
1592.332,2430.54,0.69375,276,16
1626.101,2357.18,0.6875,277,16
1585.794,2008.322,0.69375,278,16
1588.116,2199.428,0.6875,279,16
1552.611,2210.658,0.725,280,16
