esperado,obtenido,accuracy,tareas,maquinas
348.684,467.833,0.675,5,4
380.586,500.535,0.625,6,4
458.67,510.472,0.675,7,4
449.591,456.391,0.6,8,4
512.539,617.303,0.725,9,4
527.758,847.735,0.675,10,4
604.649,677.664,0.65,11,4
586.253,874.054,0.7,12,4
645.922,734.829,0.75,13,4
710.046,739.756,0.8,14,4
671.403,791.595,0.65,15,4
690.915,838.955,0.75,16,4
814.049,1076.356,0.775,17,4
742.592,851.837,0.575,18,4
832.022,1047.131,0.775,19,4
879.625,976.804,0.7,20,4
877.403,1063.162,0.875,21,4
840.996,991.153,0.775,22,4
911.492,1023.805,0.8,23,4
1015.767,1208.256,0.575,24,4
1060.448,1324.709,0.65,25,4
1049.047,1403.809,0.725,26,4
1189.481,1703.987,0.8,27,4
1130.95,1407.422,0.825,28,4
1272.718,1624.421,0.8,29,4
1335.517,1587.327,0.775,30,4
1365.062,1655.516,0.675,31,4
1328.375,1633.768,0.8,32,4
1305.058,1758.252,0.75,33,4
1333.109,1716.836,0.825,34,4
1432.316,1818.053,0.775,35,4
1485.499,1760.521,0.85,36,4
1427.033,1816.381,0.7,37,4
1572.401,1894.337,0.75,38,4
1592.441,1797.403,0.825,39,4
1576.781,1864.775,0.775,40,4
1659.756,2046.458,0.75,41,4
1647.826,1966.817,0.775,42,4
1602.36,2119.85,0.675,43,4
1783.464,2172.084,0.725,44,4
1810.796,2126.969,0.775,45,4
1937.517,2465.033,0.75,46,4
1641.358,2114.737,0.825,47,4
1888.983,2185.805,0.65,48,4
1921.117,2317.572,0.775,49,4
1963.092,2268.819,0.825,50,4
1817.161,2465.123,0.75,51,4
1927.909,2350.326,0.675,52,4
1998.767,2344.142,0.7,53,4
2063.808,2252.891,0.775,54,4
2135.427,2656.05,0.825,55,4
2128.754,2698.916,0.825,56,4
2135.407,2500.331,0.9,57,4
2220.59,2696.214,0.775,58,4
2098.051,2540.985,0.825,59,4
2378.603,3316.801,0.875,60,4
2415.081,2802.802,0.775,61,4
2363.106,3059.67,0.725,62,4
2378.195,2840.503,0.775,63,4
2409.422,2859.439,0.85,64,4
2599.651,3361.658,0.75,65,4
2544.94,3345.978,0.825,66,4
2531.025,3109.818,0.75,67,4
2629.856,3180.528,0.825,68,4
2641.067,3089.785,0.625,69,4
2535.533,3105.817,0.825,70,4
2560.806,3337.631,0.775,71,4
2792.834,3109.639,0.9,72,4
2675.124,3191.102,0.8,73,4
2604.605,2973.614,0.75,74,4
2763.935,3178.871,0.85,75,4
2781.148,3223.115,0.85,76,4
2789.936,3336.946,0.725,77,4
2792.106,3306.669,0.875,78,4
2844.436,3513.047,0.775,79,4
2970.641,3884.646,0.85,80,4
3149.349,3557.029,0.8,81,4
3040.494,3467.35,0.8,82,4
3229.858,3879.647,0.75,83,4
2947.495,3531.045,0.8,84,4
2974.158,3702.363,0.7,85,4
3131.815,3778.62,0.8,86,4
3038.611,3420.722,0.7,87,4
3273.319,3966.489,0.875,88,4
3152.84,3500.604,0.725,89,4
3457.799,4224.936,0.725,90,4
3303.351,4176.472,0.8,91,4
3406.853,4261.498,0.85,92,4
3151.842,3779.193,0.8,93,4
3309.645,3960.888,0.875,94,4
3375.37,3918.193,0.85,95,4
3381.283,4028.396,0.8,96,4
3508.597,4425.739,0.875,97,4
3729.167,4591.121,0.75,98,4
3516.29,3954.36,0.875,99,4
3410.75,3856.529,0.75,100,4
3611.913,4279.638,0.8,101,4
3666.366,4066.301,0.7,102,4
3611.469,4163.865,0.725,103,4
3682.717,4553.081,0.8,104,4
3799.472,4562.79,0.75,105,4
3892.907,4858.76,0.675,106,4
3738.402,4493.71,0.75,107,4
3770.399,4342.301,0.75,108,4
3844.233,4591.301,0.9,109,4
3809.523,4344.838,0.825,110,4
3922.656,4938.07,0.8,111,4
4088.809,5151.295,0.8,112,4
4088.93,4769.161,0.8,113,4
4097.02,5002.968,0.825,114,4
3941.169,4722.113,0.875,115,4
4178.224,4795.061,0.8,116,4
4116.902,4538.642,0.775,117,4
4169.957,5113.017,0.825,118,4
4160.428,4914.364,0.75,119,4
4330.043,4934.268,0.875,120,4
4253.006,5095.126,0.7,121,4
4297.837,4719.202,0.875,122,4
4323.419,5155.802,0.8,123,4
4557.04,5440.099,0.775,124,4
4281.479,5228.147,0.875,125,4
4595.857,5280.51,0.875,126,4
4367.456,5266.539,0.9,127,4
4535.617,5258.672,0.875,128,4
