esperado,obtenido,accuracy,tareas,maquinas
348.684,444.878,0.675,5,4
380.586,468.938,0.65,6,4
458.67,515.072,0.65,7,4
449.591,467.628,0.575,8,4
512.539,633.601,0.65,9,4
527.758,845.061,0.625,10,4
604.649,676.48,0.625,11,4
586.253,823.326,0.625,12,4
645.922,742.533,0.725,13,4
710.046,759.106,0.725,14,4
671.403,791.286,0.675,15,4
690.915,809.889,0.75,16,4
814.049,984.484,0.8,17,4
742.592,840.151,0.525,18,4
832.022,1035.963,0.775,19,4
879.625,981.826,0.7,20,4
877.403,997.941,0.85,21,4
840.996,995.486,0.8,22,4
911.492,1056.407,0.775,23,4
1015.767,1182.292,0.55,24,4
1060.448,1439.653,0.7,25,4
1049.047,1418.675,0.725,26,4
1189.481,1674.671,0.775,27,4
1130.95,1475.945,0.875,28,4
1272.718,1611.421,0.825,29,4
1335.517,1617.398,0.75,30,4
1365.062,1653.077,0.725,31,4
1328.375,1676.482,0.8,32,4
1305.058,1726.417,0.75,33,4
1333.109,1627.042,0.775,34,4
1432.316,1642.575,0.75,35,4
1485.499,1790.206,0.85,36,4
1427.033,1804.19,0.725,37,4
1572.401,1835.96,0.75,38,4
1592.441,1766.908,0.85,39,4
1576.781,1890.569,0.8,40,4
1659.756,1945.13,0.775,41,4
1647.826,1870,0.85,42,4
1602.36,2189.958,0.7,43,4
1783.464,2143.247,0.7,44,4
1810.796,2128.495,0.825,45,4
1937.517,2472.253,0.8,46,4
1641.358,2211.237,0.8,47,4
1888.983,2182.027,0.65,48,4
1921.117,2389.303,0.775,49,4
1963.092,2358.849,0.8,50,4
1817.161,2294.768,0.775,51,4
1927.909,2427.132,0.7,52,4
1998.767,2372.665,0.75,53,4
2063.808,2304.587,0.775,54,4
2135.427,2627.256,0.8,55,4
2128.754,2565.734,0.875,56,4
2135.407,2493.22,0.875,57,4
2220.59,2686.679,0.825,58,4
2098.051,2463.391,0.875,59,4
2378.603,3275.11,0.85,60,4
2415.081,2982.566,0.825,61,4
2363.106,2922.41,0.725,62,4
2378.195,2806.099,0.8,63,4
2409.422,2853.178,0.85,64,4
2599.651,3163.977,0.8,65,4
2544.94,3098.687,0.825,66,4
2531.025,3092.364,0.675,67,4
2629.856,3072.359,0.825,68,4
2641.067,3085.179,0.7,69,4
2535.533,2943.274,0.825,70,4
2560.806,3202.441,0.825,71,4
2792.834,3086.425,0.875,72,4
2675.124,3134.808,0.875,73,4
2604.605,2935.877,0.725,74,4
2763.935,3170.218,0.875,75,4
2781.148,3320.832,0.875,76,4
2789.936,3371.823,0.75,77,4
2792.106,3387.475,0.85,78,4
2844.436,3579.858,0.825,79,4
2970.641,3606.542,0.825,80,4
3149.349,3569.703,0.8,81,4
3040.494,3521.806,0.8,82,4
3229.858,3805.747,0.775,83,4
2947.495,3640.672,0.9,84,4
2974.158,3676.741,0.75,85,4
3131.815,3673.681,0.825,86,4
3038.611,3431.251,0.7,87,4
3273.319,3850.78,0.9,88,4
3152.84,3450.946,0.725,89,4
3457.799,4247.703,0.725,90,4
3303.351,3933.861,0.85,91,4
3406.853,4250.03,0.875,92,4
3151.842,3637.231,0.875,93,4
3309.645,4067.514,0.925,94,4
3375.37,3966.686,0.875,95,4
3381.283,3981.077,0.875,96,4
3508.597,4220.304,0.85,97,4
3729.167,4732.018,0.775,98,4
3516.29,3982.909,0.9,99,4
3410.75,3671.079,0.775,100,4
3611.913,4309.033,0.875,101,4
3666.366,4189.265,0.75,102,4
3611.469,4230.861,0.75,103,4
3682.717,4464.505,0.875,104,4
3799.472,4641.368,0.75,105,4
3892.907,4957.891,0.675,106,4
3738.402,4482.861,0.85,107,4
3770.399,4225.894,0.825,108,4
3844.233,4761.59,0.925,109,4
3809.523,4445.141,0.8,110,4
3922.656,4888.266,0.85,111,4
4088.809,5116.521,0.8,112,4
4088.93,4800.117,0.85,113,4
4097.02,5156.053,0.825,114,4
3941.169,4855.125,0.875,115,4
4178.224,5127.969,0.825,116,4
4116.902,4570.925,0.75,117,4
4169.957,5257.05,0.825,118,4
4160.428,5031.718,0.775,119,4
4330.043,4965.438,0.875,120,4
4253.006,5044.88,0.725,121,4
4297.837,4714.825,0.875,122,4
4323.419,5087.374,0.825,123,4
4557.04,5177.463,0.75,124,4
4281.479,4863.679,0.8,125,4
4595.857,5232.217,0.85,126,4
4367.456,5142.486,0.9,127,4
4535.617,5289.501,0.825,128,4
4554.252,5372.902,0.8,129,4
4676.152,5581.646,0.875,130,4
4586.104,5690.599,0.875,131,4
4732.355,5696.427,0.925,132,4
4728.938,5706.538,0.75,133,4
4898.244,5667.411,0.825,134,4
4758.852,5764.786,0.725,135,4
4869.077,5544.299,0.875,136,4
4920.417,5736.162,0.775,137,4
4908.845,5660.045,0.825,138,4
4968.351,5504.828,0.875,139,4
4888.108,5508.756,0.825,140,4
5059.775,6147.525,0.85,141,4
4971.913,5980.324,0.85,142,4
4892.077,5974.605,0.825,143,4
4742.265,5481.996,0.8,144,4
5083.237,6245.129,0.95,145,4
5268.442,6416.204,0.85,146,4
5166.054,6119.183,0.825,147,4
5129.195,6052.458,0.875,148,4
5280.524,6057.315,0.775,149,4
5259.256,5951.439,0.875,150,4
5042.805,6031.176,0.8,151,4
5341.495,6113.651,0.7,152,4
5248.848,6204.342,0.9,153,4
5270.331,6088.976,0.875,154,4
5439.077,6142.902,0.825,155,4
5356.269,6196.13,0.875,156,4
5450.173,6539.593,0.825,157,4
5137.774,5977.914,0.95,158,4
5797.777,6456.168,0.8,159,4
5451.831,6534.578,0.9,160,4
5533.281,6792.017,0.925,161,4
5520.597,6380.949,0.925,162,4
5470.683,6321.423,0.95,163,4
5759.861,7116.77,0.9,164,4
5797.382,6806.524,0.925,165,4
5852.247,6898.428,0.925,166,4
5596.391,6477.544,0.9,167,4
6009.139,6783.786,0.775,168,4
5899.25,6744.536,0.9,169,4
5922.003,6867.013,0.875,170,4
5987.906,6948.228,0.85,171,4
6222.937,7208.818,0.875,172,4
5915.465,6756.965,0.875,173,4
6291.545,7121.164,0.9,174,4
5856.984,6939.92,0.825,175,4
6154.866,7296.769,0.925,176,4
6125.803,7150.168,0.9,177,4
6455.342,7200.149,0.875,178,4
6360,7557.346,0.8,179,4
6097.682,7226.201,0.9,180,4
6392.156,7103.263,0.9,181,4
6559.363,7418.476,0.825,182,4
6414.073,7321.882,0.875,183,4
6505.031,7471.753,0.8,184,4
6623.074,7735.201,0.875,185,4
6432.474,7355.886,0.9,186,4
6312.693,7612.843,0.875,187,4
6335.972,7656.647,0.925,188,4
6779.345,8133.645,0.85,189,4
6667.08,7858.359,0.9,190,4
6466.474,7168.054,0.925,191,4
6593.568,7721.284,0.9,192,4
6511.465,7302.315,0.875,193,4
6694.455,7696.638,0.925,194,4
6869.532,8027.232,0.875,195,4
6907.485,7767.633,0.875,196,4
6736.689,8280.228,0.875,197,4
6647.089,7786.012,0.85,198,4
6867.762,8035.944,0.9,199,4
7058.979,7977.046,0.825,200,4
6825.446,7876.569,0.925,201,4
6957.014,7770.502,0.9,202,4
7073.877,8208.654,0.875,203,4
7295.293,8518.661,0.95,204,4
7147.944,8142.01,0.9,205,4
6871.32,7826.8,0.825,206,4
7299.134,8416.872,0.975,207,4
6877.519,8071.533,0.85,208,4
7481.986,8822.089,0.925,209,4
7199.828,8209.333,0.825,210,4
7294.849,8593.352,0.875,211,4
7297.01,8297.289,0.775,212,4
7196.991,8616.61,0.825,213,4
7516.462,8385.053,0.9,214,4
7091.547,7806.658,0.85,215,4
7488.627,8637.495,0.9,216,4
7367.279,8045.021,0.925,217,4
7718.313,9065.85,0.8,218,4
7511.371,8762.033,0.8,219,4
7543.544,8632.701,0.925,220,4
7291.487,8438.3,0.775,221,4
7996.551,9420.18,0.75,222,4
7481.013,8496.743,0.9,223,4
8071.546,8777.146,0.95,224,4
7688.861,8586.457,0.95,225,4
7859.474,8819.344,0.825,226,4
7783.186,8645.805,0.975,227,4
8095.643,9626.04,0.975,228,4
7874.369,8758.141,0.775,229,4
7958.556,9349.317,0.875,230,4
7872.428,8910.769,0.9,231,4
7928.771,9356.691,0.85,232,4
7848.015,9170.698,0.875,233,4
8145.466,9832.593,0.775,234,4
8104.424,9660.929,0.925,235,4
8153.45,9344.726,0.925,236,4
8074.389,9129.998,0.775,237,4
8320.029,9765.291,0.8,238,4
8407.08,9649.994,0.825,239,4
8195.146,9418.249,0.875,240,4
8356.771,9586.328,0.8,241,4
8162.695,9370.018,0.825,242,4
8568.711,9647.163,0.85,243,4
8353.802,9463.237,0.9,244,4
8353.294,9360.404,0.9,245,4
8459.582,9674.122,0.8,246,4
8583.896,10346.117,0.825,247,4
8535.662,10023.368,0.85,248,4
